location,latitude,longitude,area,bhk,bathrooms,parking,property_age,furnishing,property_type,price,city,source_id
Sector 79 Gurgaon,28.4618719,77.05688,1534.0,3,3.0,,5,Unknown,Apartment,16000000.0,Gurgaon,S71750912
Nirvana Country,28.4150509,77.0642955,2700.0,3,4.0,,1,Semifurnished,Apartment,29800000.0,Gurgaon,A71551108
Nirvana Country,28.4150509,77.0642955,2610.0,3,4.0,,1,Semifurnished,Apartment,29900000.0,Gurgaon,C71550896
Sector 51 Gurgaon,28.4287011,77.0666877,2340.0,3,3.0,,1,Semifurnished,Apartment,23000000.0,Gurgaon,M71480384
Sector 72 Gurgaon,28.3943815,77.032363,2460.0,4,4.0,,1,Semifurnished,Apartment,50000000.0,Gurgaon,H71460702
Sector 54 Gurgaon,28.433569,77.1055815,1875.0,3,4.0,,3,Semifurnished,Apartment,50000000.0,Gurgaon,N70814170
Sector 37C Gurgaon,28.4489095,76.9880502,1650.0,3,3.0,,5,Semifurnished,Apartment,12000000.0,Gurgaon,F71737804
Sector 37C Gurgaon,28.4489095,76.9880502,1650.0,3,3.0,,5,Semifurnished,Apartment,11700000.0,Gurgaon,E71737486
Dlf Phase 2,28.483901,77.0846097,1650.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,38000000.0,Gurgaon,Z71736844
Dlf Phase 2,28.483901,77.0846097,1650.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,37500000.0,Gurgaon,L71736778
Dlf Phase 2,28.483901,77.0846097,1650.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,52500000.0,Gurgaon,M71736652
Dlf Phase 2,28.483901,77.0846097,1650.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,50000000.0,Gurgaon,T71736580
Sector 104 Gurgaon,28.4795324,76.9937197,1650.0,3,4.0,,1,Semifurnished,Apartment,36000000.0,Gurgaon,R71729836
Sector 104 Gurgaon,28.4795324,76.9937197,1650.0,3,4.0,,1,Semifurnished,Apartment,30625000.0,Gurgaon,D71729782
Sector 104 Gurgaon,28.4795324,76.9937197,1650.0,2,2.0,,1,Semifurnished,Apartment,17700000.0,Gurgaon,C71729670
Sector 104 Gurgaon,28.4795324,76.9937197,1650.0,2,2.0,,1,Semifurnished,Apartment,17800000.0,Gurgaon,C71728432
Sector 99 Gurgaon,28.4645549,76.9628585,1380.59,3,5.0,,1,Semifurnished,Apartment,22100000.0,Gurgaon,C71727824
Sector 99 Gurgaon,28.4645549,76.9628585,1380.59,3,5.0,,1,Semifurnished,Apartment,21500000.0,Gurgaon,K71727744
Sector 99 Gurgaon,28.4645549,76.9628585,795.13,2,2.0,,1,Semifurnished,Apartment,12600000.0,Gurgaon,J71727674
Sector 99 Gurgaon,28.4645549,76.9628585,795.13,2,2.0,,1,Semifurnished,Apartment,12200000.0,Gurgaon,F71727546
Sector 62 Gurgaon,28.407697,77.0823781,400.0,1,1.0,,1,Semifurnished,Apartment,6999999.0,Gurgaon,I71695310
Sector 107 Gurgaon,28.506941,76.9752137,308.0,1,1.0,,1,Semifurnished,Apartment,2160000.0,Gurgaon,D71617248
Sector 107 Gurgaon,28.506941,76.9752137,547.0,2,2.0,,1,Semifurnished,Apartment,3990000.0,Gurgaon,R71544618
Sector 79 Gurgaon,28.4618719,77.05688,1650.0,4,5.0,,1,Semifurnished,Apartment,26000000.0,Gurgaon,P71497582
Sector 79 Gurgaon,28.4618719,77.05688,1650.0,3,3.0,,1,Semifurnished,Apartment,17500000.0,Gurgaon,P71497488
Sector 79 Gurgaon,28.4618719,77.05688,1650.0,3,4.0,,1,Semifurnished,Apartment,19500000.0,Gurgaon,B71497164
Sector 107 Gurgaon,28.506941,76.9752137,1100.0,2,2.0,,1,Semifurnished,Apartment,11500000.0,Gurgaon,O71155184
Sector 77 Gurgaon,28.3832337,76.982557,1177.0,3,4.0,,1,Unknown,Apartment,12500000.0,Gurgaon,T71744400
Sector 93 Gurgaon,28.4156048,76.931638,1118.0,2,2.0,,5,Semifurnished,Independent/Builder Floor,10244000.0,Gurgaon,D71729144
Sector 33 Gurgaon,28.4384785,77.0251655,950.0,2,2.0,,2,Semifurnished,Apartment,12000000.0,Gurgaon,P71456480
Valley View Estate,28.4358878,77.1365212,2000.0,4,4.0,,3,Semifurnished,Apartment,16000000.0,Gurgaon,J71414034
Sushant Lok Phase 2,28.464228,77.076724,1500.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,17000000.0,Gurgaon,J71314632
Sector 110 Gurgaon,28.5069625,77.018321,1650.0,5,4.0,,1,Semifurnished,Apartment,44800000.0,Gurgaon,Q70172708
Sector 108 Gurgaon,28.5128994,76.9823615,1650.0,3,3.0,,2,Semifurnished,Apartment,10500000.0,Gurgaon,H68784974
Sector 108 Gurgaon,28.5128994,76.9823615,1650.0,2,2.0,,1,Semifurnished,Apartment,6300000.0,Gurgaon,C70421440
Sector 110 Gurgaon,28.5069625,77.018321,1650.0,4,4.0,,1,Semifurnished,Apartment,37000000.0,Gurgaon,F70324546
Sector 108 Gurgaon,28.5128994,76.9823615,1650.0,3,3.0,,2,Semifurnished,Apartment,8500000.0,Gurgaon,S68783048
Sector 47 Gurgaon,28.4268461,77.0584252,1650.0,2,2.0,,1,Semifurnished,Apartment,8900000.0,Gurgaon,T67047772
Sector 48 Gurgaon,28.4104903,77.0394627,1650.0,3,4.0,,2,Semifurnished,Apartment,26600000.0,Gurgaon,C71554736
Sector 71 Gurgaon,28.3950557,77.0314336,1650.0,3,3.0,,1,Semifurnished,Apartment,11000000.0,Gurgaon,T71462978
Sector 79 Gurgaon,28.4618719,77.05688,910.0,2,2.0,,5,Semifurnished,Independent/Builder Floor,11220250.0,Gurgaon,E71349442
Sector 79 Gurgaon,28.4618719,77.05688,1146.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,14134000.0,Gurgaon,W71349000
Sector 37D Gurgaon,28.4480039,76.9697682,1827.0,4,4.0,,5,Semifurnished,Apartment,34500000.0,Gurgaon,X71791488
Sector 95 Gurgaon,28.4149443,76.9114892,1708.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,11500000.0,Gurgaon,R71790866
Sector 95 Gurgaon,28.4149443,76.9114892,1511.0,3,2.0,,5,Semifurnished,Independent/Builder Floor,10000000.0,Gurgaon,T71790674
Gwal Pahari,28.4326344,77.1480585,1100.0,2,2.0,,5,Semifurnished,Apartment,11500000.0,Gurgaon,Y71773614
Sector 95 Gurgaon,28.4149443,76.9114892,1511.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,10000000.0,Gurgaon,Z71755170
Sector 103 Gurgaon,28.493087,76.9866453,1875.0,3,3.0,,5,Semifurnished,Apartment,18000000.0,Gurgaon,R71754794
Sector 76 Gurgaon,28.3910112,76.9900243,621.616094205784,2,2.0,,6,Semifurnished,Apartment,5300000.0,Gurgaon,N71751326
Sector 76 Gurgaon,28.3910112,76.9900243,626.459855978816,2,2.0,,6,Semifurnished,Apartment,5500000.0,Gurgaon,T71751294
Sector 103 Gurgaon,28.493087,76.9866453,1012.0,3,3.0,,5,Semifurnished,Apartment,17500000.0,Gurgaon,W71739580
Gurgaon,28.4890874,77.0111572,3200.0,4,4.0,,5,Semifurnished,Apartment,51000000.0,Gurgaon,P71705666
Sector 66 Gurgaon,28.3974292,77.0538823,2400.0,3,3.0,,5,Semifurnished,Apartment,41000000.0,Gurgaon,F71705608
Sector 56 Gurgaon,28.4252244,77.0992377,1650.0,3,2.0,,2,Semifurnished,Apartment,15000000.0,Gurgaon,E71691480
Sector 92 Gurgaon,28.4089049,76.9155232,1200.0,3,2.0,,5,Semifurnished,Independent/Builder Floor,10000000.0,Gurgaon,Q71691292
Sector 92 Gurgaon,28.4089049,76.9155232,1050.0,2,2.0,,5,Semifurnished,Independent/Builder Floor,8700000.0,Gurgaon,W71691094
Sector 56 Gurgaon,28.4252244,77.0992377,1650.0,1,1.0,,2,Semifurnished,Apartment,4700000.0,Gurgaon,B62621644
Gurgaon,28.4890874,77.0111572,1828.0,4,4.0,,5,Semifurnished,Apartment,51200000.0,Gurgaon,A71683302
Sector 37D Gurgaon,28.4480039,76.9697682,1391.0,3,3.0,,5,Semifurnished,Apartment,31000000.0,Gurgaon,L71682942
Gurgaon,28.4890874,77.0111572,2550.0,4,4.0,,5,Semifurnished,Apartment,31000000.0,Gurgaon,D71682722
Sector 54 Gurgaon,28.433569,77.1055815,4518.00000000045,4,4.0,,6,Semifurnished,Independent/Builder Floor,56000000.0,Gurgaon,T71682334
Sector 54 Gurgaon,28.433569,77.1055815,4500.00000000045,4,4.0,,6,Semifurnished,Independent/Builder Floor,70000000.0,Gurgaon,Y71682190
Sector 54 Gurgaon,28.433569,77.1055815,2430.00000000024,4,4.0,,6,Unfurnished,Independent/Builder Floor,55000000.0,Gurgaon,G71681752
Sector 67 Gurgaon,28.3864052,77.0598046,1650.0,3,4.0,,1,Unknown,Apartment,27000000.0,Gurgaon,Z71677256
Sector 63A Gurgaon,28.4618719,77.05688,1530.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,19700000.0,Gurgaon,Q71674906
Sector 63A Gurgaon,28.4618719,77.05688,1350.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,18700000.0,Gurgaon,U71674594
Sector 63A Gurgaon,28.4618719,77.05688,1350.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,21000000.0,Gurgaon,B71674268
Sector 63A Gurgaon,28.4618719,77.05688,1350.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,19000000.0,Gurgaon,O71673910
Sector 63A Gurgaon,28.4618719,77.05688,1350.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,20000000.0,Gurgaon,M71673644
Sector 84 Gurgaon,28.4035469,76.9677894,2500.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,23000000.0,Gurgaon,A71652354
Sector 83 Gurgaon,28.3963578,76.9654747,1450.0,3,2.0,,5,Semifurnished,Apartment,18050000.0,Gurgaon,T71652078
Sushant Lok Phase 1,28.4545693,77.0826249,2700.00000000027,4,4.0,,6,Semifurnished,Independent/Builder Floor,37000000.0,Gurgaon,A71646402
Sushant Lok Phase 1,28.4545693,77.0826249,3762.00000000037,4,4.0,,6,Semifurnished,Independent/Builder Floor,30000000.0,Gurgaon,F71646212
Sushant Lok Phase 1,28.4545693,77.0826249,3762.00000000037,4,4.0,,6,Semifurnished,Independent/Builder Floor,45000000.0,Gurgaon,S71646098
Sushant Lok Phase 1,28.4545693,77.0826249,4230.00000000042,4,4.0,,6,Semifurnished,Independent/Builder Floor,42500000.0,Gurgaon,J71646014
Sushant Lok Phase 1,28.4545693,77.0826249,4050.0000000004,4,4.0,,6,Semifurnished,Independent/Builder Floor,44000000.0,Gurgaon,Y71645934
Sector 108 Gurgaon,28.5128994,76.9823615,4395.15000000044,2,2.0,,5,Semifurnished,Apartment,4500000.0,Gurgaon,W71636566
South City 2,28.4188806,77.0439211,3240.00000000032,4,4.0,,6,Semifurnished,Independent/Builder Floor,25000000.0,Gurgaon,Q71636092
South City 2,28.4188806,77.0439211,4527.00000000045,4,4.0,,6,Semifurnished,Independent/Builder Floor,42500000.0,Gurgaon,H71636020
South City 2,28.4188806,77.0439211,2160.00000000021,2,2.0,,1,Semifurnished,Independent/Builder Floor,15000000.0,Gurgaon,P71635934
Dlf Phase 2,28.483901,77.0846097,3618.00000000036,4,4.0,,6,Semifurnished,Independent/Builder Floor,45000000.0,Gurgaon,V71635838
Sector 102 Gurgaon,28.4754872,76.9711747,2000.0,4,4.0,,6,Semifurnished,Apartment,30000000.0,Gurgaon,G71624506
Sector 102 Gurgaon,28.4754872,76.9711747,1870.0,3,3.0,,6,Semifurnished,Apartment,17000000.0,Gurgaon,K71624356
Sector 37D Gurgaon,28.4480039,76.9697682,1225.0,3,3.0,,6,Semifurnished,Apartment,15000000.0,Gurgaon,M71624184
Dwarka Expressway Gurgaon,28.4973297,77.0039636,1675.0,3,3.0,,6,Semifurnished,Apartment,13700000.0,Gurgaon,V71622584
Sector 84 Gurgaon,28.4035469,76.9677894,1487.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,24200000.0,Gurgaon,L71622376
Sector 93 Gurgaon,28.4156048,76.931638,1760.0,3,3.0,,5,Unknown,Apartment,14000000.0,Gurgaon,X71619862
Sector 92 Gurgaon,28.4089049,76.9155232,1190.0,2,2.0,,5,Semifurnished,Apartment,9200000.0,Gurgaon,R71619708
Dlf Phase 3,28.4919048,77.0937804,2844.00000000028,4,4.0,,6,Semifurnished,Independent/Builder Floor,35000000.0,Gurgaon,Z71614934
Dlf Phase 3,28.4919048,77.0937804,3600.00000000036,4,4.0,,6,Semifurnished,Independent/Builder Floor,42500000.0,Gurgaon,J71614906
Palam Vihar Extension,28.5007712,77.0398992,1557.00000000015,3,3.0,,6,Semifurnished,Independent/Builder Floor,36500000.0,Gurgaon,D71614804
Chakkarpur,28.4715202,77.0913233,1650.0,3,4.0,,1,Semifurnished,Apartment,39000000.0,Gurgaon,I71614008
Dlf Phase 2,28.483901,77.0846097,4500.00000000045,4,4.0,,6,Semifurnished,Independent/Builder Floor,65000000.0,Gurgaon,R71613848
Sector 37D Gurgaon,28.4480039,76.9697682,1060.0,2,2.0,,5,Semifurnished,Independent/Builder Floor,9500000.0,Gurgaon,U71611010
Sector 37D Gurgaon,28.4480039,76.9697682,1295.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,11000000.0,Gurgaon,D71609412
Sector 37D Gurgaon,28.4480039,76.9697682,1530.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,13000000.0,Gurgaon,S71608342
Sector 93 Gurgaon,28.4156048,76.931638,1826.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,14000000.0,Gurgaon,G71607836
Sector 92 Gurgaon,28.4089049,76.9155232,1190.0,2,2.0,,5,Semifurnished,Apartment,8700000.0,Gurgaon,D71607626
Gwal Pahari,28.4326344,77.1480585,1030.0,3,3.0,,6,Semifurnished,Apartment,10800000.0,Gurgaon,U71607478
Sector 84 Gurgaon,28.4035469,76.9677894,2500.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,23000000.0,Gurgaon,C71607382
Sector 83 Gurgaon,28.3963578,76.9654747,1450.0,3,2.0,,5,Semifurnished,Apartment,12100000.0,Gurgaon,X71607298
Sector 79 Gurgaon,28.4618719,77.05688,1325.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,11000000.0,Gurgaon,D71598612
Sector 56 Gurgaon,28.4252244,77.0992377,1650.0,1,1.0,,2,Semifurnished,Apartment,5700000.0,Gurgaon,H61595554
Dwarka Expressway Gurgaon,28.4973297,77.0039636,2248.0,4,4.0,,5,Semifurnished,Apartment,37300000.0,Gurgaon,I71595690
Sector 111 Gurgaon,28.5222773,77.0336203,1605.0,3,3.0,,5,Semifurnished,Apartment,30300000.0,Gurgaon,I71595552
Sector 113 Gurgaon,28.5286649,77.0250282,2600.0,4,4.0,,5,Semifurnished,Apartment,45600000.0,Gurgaon,A71595404
Sector 113 Gurgaon,28.5286649,77.0250282,1850.0,3,3.0,,5,Semifurnished,Apartment,35900000.0,Gurgaon,Z71595340
Sector 59 Gurgaon,28.4030162,77.1066682,3025.0,3,3.0,,6,Semifurnished,Apartment,50000000.0,Gurgaon,A71595210
Sector 61 Gurgaon,28.4110188,77.0963685,1100.0,2,2.0,,5,Semifurnished,Apartment,18800000.0,Gurgaon,O71595112
Sector 93 Gurgaon,28.4156048,76.931638,1826.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,14000000.0,Gurgaon,Z71594978
Golf Course Ext Road,28.4007315,77.0242312,1500.0,3,3.0,,5,Semifurnished,Apartment,27000000.0,Gurgaon,J71594968
Sector 79 Gurgaon,28.4618719,77.05688,2675.0,4,4.0,,6,Semifurnished,Apartment,25011250.0,Gurgaon,J71594938
Sector 104 Gurgaon,28.4795324,76.9937197,2500.0,4,4.0,,5,Semifurnished,Apartment,32000000.0,Gurgaon,Y71594820
Sector 79 Gurgaon,28.4618719,77.05688,2200.0,3,3.0,,5,Semifurnished,Apartment,26500000.0,Gurgaon,N71594724
Sector 108 Gurgaon,28.5128994,76.9823615,1650.0,3,4.0,,1,Semifurnished,Apartment,37500000.0,Gurgaon,P71594570
Sector 63 Gurgaon,28.3964476,77.086498,1700.0,3,3.0,,5,Semifurnished,Apartment,26500000.0,Gurgaon,V71594384
Sector 103 Gurgaon,28.493087,76.9866453,1845.0,3,3.0,,5,Semifurnished,Apartment,17000000.0,Gurgaon,L71593968
Sector 92 Gurgaon,28.4089049,76.9155232,1010.0,2,2.0,,5,Semifurnished,Independent/Builder Floor,9000000.0,Gurgaon,E71593682
Gwal Pahari,28.4326344,77.1480585,1030.0,2,2.0,,6,Semifurnished,Independent/Builder Floor,10888888.0,Gurgaon,W71593440
Sector 84 Gurgaon,28.4035469,76.9677894,2500.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,23000000.0,Gurgaon,U71593186
Sector 83 Gurgaon,28.3963578,76.9654747,1650.0,3,2.0,,5,Semifurnished,Apartment,12000000.0,Gurgaon,R71592844
Sector 79 Gurgaon,28.4618719,77.05688,1525.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,13000000.0,Gurgaon,I71586662
Sohna,28.3241636,77.0848644,1408.0,4,4.0,,6,Unfurnished,Apartment,14100000.0,Gurgaon,J71585548
Sector 93 Gurgaon,28.4156048,76.931638,1000.0,3,3.0,,5,Unfurnished,Apartment,12100000.0,Gurgaon,V71585354
Sector 84 Gurgaon,28.4035469,76.9677894,1750.0,3,3.0,,6,Semifurnished,Apartment,13500000.0,Gurgaon,C71585072
Sector 37C Gurgaon,28.4489095,76.9880502,2696.0,4,4.0,,6,Semifurnished,Apartment,33200000.0,Gurgaon,R71584770
Sector 81 Gurgaon,28.3873647,76.9475835,1190.0,3,2.0,,5,Semifurnished,Independent/Builder Floor,9600000.0,Gurgaon,R71583452
Sector 99 Gurgaon,28.4645549,76.9628585,2365.0,4,4.0,,6,Semifurnished,Apartment,20200000.0,Gurgaon,A71581508
Sector 99 Gurgaon,28.4645549,76.9628585,1799.0,3,3.0,,6,Semifurnished,Apartment,14800000.0,Gurgaon,U71581404
Sector 36A Gurgaon,28.4202285,76.9719998,4429.0,4,4.0,,5,Semifurnished,Apartment,38900000.0,Gurgaon,I71581318
Sector 36A Gurgaon,28.4202285,76.9719998,1945.0,3,3.0,,5,Semifurnished,Apartment,27120000.0,Gurgaon,D71581120
Sector 37D Gurgaon,28.4480039,76.9697682,1998.0,4,4.0,,6,Semifurnished,Apartment,36400000.0,Gurgaon,J71580866
Sector 37D Gurgaon,28.4480039,76.9697682,1691.0,3,3.0,,6,Semifurnished,Apartment,28000000.0,Gurgaon,M71580748
Sohna,28.3241636,77.0848644,779.0,2,2.0,,6,Semifurnished,Apartment,13400000.0,Gurgaon,C71569816
Sector 81 Gurgaon,28.3873647,76.9475835,1075.0,2,2.0,,5,Semifurnished,Independent/Builder Floor,9500000.0,Gurgaon,F71569306
Sector 93 Gurgaon,28.4156048,76.931638,1000.0,3,3.0,,5,Semifurnished,Apartment,12100000.0,Gurgaon,D71569250
Sector 81 Gurgaon,28.3873647,76.9475835,1205.0,3,2.0,,5,Semifurnished,Independent/Builder Floor,10500000.0,Gurgaon,H71568924
Sushant Lok Phase 1,28.4545693,77.0826249,2700.00000000027,4,4.0,,6,Semifurnished,Independent/Builder Floor,33000000.0,Gurgaon,V71567878
Sushant Lok Phase 1,28.4545693,77.0826249,2700.00000000027,4,4.0,,6,Semifurnished,Independent/Builder Floor,35000000.0,Gurgaon,J71567528
Sector 88A Gurgaon,28.4337898,76.9539433,1650.0,2,2.0,,1,Semifurnished,Apartment,11900000.0,Gurgaon,W71566894
Sector 113 Gurgaon,28.5286649,77.0250282,2600.0,4,4.0,,5,Semifurnished,Apartment,33125000.0,Gurgaon,T71566486
Sector 93 Gurgaon,28.4156048,76.931638,1496.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,13500000.0,Gurgaon,L71565834
Sector 37D Gurgaon,28.4480039,76.9697682,1828.0,4,4.0,,5,Semifurnished,Apartment,24000000.0,Gurgaon,B71563566
Sector 99 Gurgaon,28.4645549,76.9628585,2365.0,4,4.0,,6,Semifurnished,Apartment,20200000.0,Gurgaon,A71563416
Dwarka Expressway Gurgaon,28.4973297,77.0039636,1946.0,3,3.0,,5,Semifurnished,Apartment,24300000.0,Gurgaon,O71563090
Sector 37D Gurgaon,28.4480039,76.9697682,1276.0,3,3.0,,5,Semifurnished,Apartment,21400000.0,Gurgaon,Y71562308
Sector 57 Gurgaon,28.4232478,77.0804487,4050.0000000004,4,4.0,,6,Unfurnished,Independent/Builder Floor,32500000.0,Gurgaon,M71561126
Dlf Phase 2,28.483901,77.0846097,4500.00000000045,4,4.0,,6,Semifurnished,Independent/Builder Floor,62500000.0,Gurgaon,Q71549882
Dlf Phase 2,28.483901,77.0846097,4500.00000000045,4,4.0,,6,Semifurnished,Independent/Builder Floor,60500000.0,Gurgaon,Q71549754
Dlf Phase 2,28.483901,77.0846097,4500.00000000045,4,4.0,,6,Semifurnished,Independent/Builder Floor,59500000.0,Gurgaon,N71549590
Sector 57 Gurgaon,28.4232478,77.0804487,1620.00000000016,3,3.0,,6,Semifurnished,Independent/Builder Floor,19500000.0,Gurgaon,K71548166
Sector 93 Gurgaon,28.4156048,76.931638,1530.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,15300000.0,Gurgaon,H71544228
Sector 57 Gurgaon,28.4232478,77.0804487,1620.00000000016,3,3.0,,6,Semifurnished,Independent/Builder Floor,16500000.0,Gurgaon,Y71540228
Sector 52 Gurgaon,28.4368166,77.0795276,2160.00000000021,3,3.0,,6,Semifurnished,Independent/Builder Floor,26500000.0,Gurgaon,R71540080
Sector 102 Gurgaon,28.4754872,76.9711747,2250.00000000022,3,3.0,,6,Semifurnished,Apartment,23000000.0,Gurgaon,I71539954
Sector 108 Gurgaon,28.5128994,76.9823615,1650.0,3,4.0,,6,Semifurnished,Apartment,22000000.0,Gurgaon,B71539884
Dlf Phase 5,28.503445,77.0952048,1650.0,4,4.0,,2,Semifurnished,Apartment,80000000.0,Gurgaon,O71521500
Sector 93 Gurgaon,28.4156048,76.931638,1235.0,3,2.0,,5,Semifurnished,Independent/Builder Floor,11500000.0,Gurgaon,T71518572
Sector 109 Gurgaon,28.5109205,77.0065956,1650.0,3,4.0,,2,Semifurnished,Apartment,12200000.0,Gurgaon,O71518340
Sector 93 Gurgaon,28.4156048,76.931638,1530.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,13500000.0,Gurgaon,Y71515620
Sector 88B Gurgaon,28.4420223,76.9538495,1350.0,2,2.0,,6,Semifurnished,Independent/Builder Floor,10800000.0,Gurgaon,J71503652
Gwal Pahari,28.4326344,77.1480585,1650.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,10800000.0,Gurgaon,X71503022
Sector 103 Gurgaon,28.493087,76.9866453,1650.0,3,3.0,,5,Semifurnished,Apartment,17200000.0,Gurgaon,N71502818
Sector 104 Gurgaon,28.4795324,76.9937197,1650.0,3,4.0,,1,Semifurnished,Apartment,30500000.0,Gurgaon,F71502562
Sector 56 Gurgaon,28.4252244,77.0992377,1650.0,1,1.0,,2,Semifurnished,Apartment,5600000.0,Gurgaon,R62961986
Sector 83 Gurgaon,28.3963578,76.9654747,1450.0,3,2.0,,5,Semifurnished,Apartment,12000000.0,Gurgaon,P71502416
Sector 84 Gurgaon,28.4035469,76.9677894,2700.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,23000000.0,Gurgaon,A71502292
Sector 31 Gurgaon,28.4540044,77.0497179,2167.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,27500000.0,Gurgaon,O71501934
Sector 23 Gurgaon,28.510319,77.0530094,1260.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,12000000.0,Gurgaon,T71497746
South City 2,28.4188806,77.0439211,2856.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,32000000.0,Gurgaon,H71493290
Sector 92 Gurgaon,28.4089049,76.9155232,1300.0,2,2.0,,5,Semifurnished,Independent/Builder Floor,8700000.0,Gurgaon,C71490836
Sector 103 Gurgaon,28.493087,76.9866453,1875.0,3,3.0,,5,Semifurnished,Apartment,17000000.0,Gurgaon,I71489952
Sector 92 Gurgaon,28.4089049,76.9155232,1010.0,2,2.0,,5,Semifurnished,Independent/Builder Floor,8300000.0,Gurgaon,K71489734
Sector 84 Gurgaon,28.4035469,76.9677894,2700.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,23000000.0,Gurgaon,D71489636
Sector 83 Gurgaon,28.3963578,76.9654747,1450.0,3,2.0,,5,Semifurnished,Apartment,11900000.0,Gurgaon,Z71489368
Sector 92 Gurgaon,28.4089049,76.9155232,1190.0,3,2.0,,5,Semifurnished,Independent/Builder Floor,9500000.0,Gurgaon,P71488578
Dlf Phase 2,28.483901,77.0846097,2533.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,44000000.0,Gurgaon,U71487700
Sector 57 Gurgaon,28.4232478,77.0804487,2265.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,22500000.0,Gurgaon,O71487368
Sector 54 Gurgaon,28.433569,77.1055815,3016.0,4,4.0,,1,Semifurnished,Apartment,139000000.0,Gurgaon,I71472740
Sector 54 Gurgaon,28.433569,77.1055815,3016.0,4,6.0,,1,Semifurnished,Apartment,140000000.0,Gurgaon,H71471040
Sector 54 Gurgaon,28.433569,77.1055815,3016.0,4,4.0,,1,Semifurnished,Apartment,145000000.0,Gurgaon,Y71470778
Sector 63A Gurgaon,28.4618719,77.05688,1000.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,19200000.0,Gurgaon,P71464358
Sector 63A Gurgaon,28.4618719,77.05688,1060.0,2,2.0,,5,Semifurnished,Independent/Builder Floor,16100000.0,Gurgaon,G71463962
Sector 63A Gurgaon,28.4618719,77.05688,1450.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,24000000.0,Gurgaon,Z71463364
Sector 63A Gurgaon,28.4618719,77.05688,1450.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,21500000.0,Gurgaon,J71462612
Sector 56 Gurgaon,28.4252244,77.0992377,1650.0,1,1.0,,2,Semifurnished,Apartment,5600000.0,Gurgaon,P62829786
Sector 63A Gurgaon,28.4618719,77.05688,1150.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,19000000.0,Gurgaon,L71462182
Sector 63A Gurgaon,28.4618719,77.05688,1150.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,19500000.0,Gurgaon,I71461110
Dlf Phase 2,28.483901,77.0846097,3618.00000000036,4,4.0,,6,Semifurnished,Independent/Builder Floor,45000000.0,Gurgaon,L71446750
Sector 54 Gurgaon,28.433569,77.1055815,2704.0,4,4.0,,2,Semifurnished,Apartment,66000000.0,Gurgaon,H71427460
Sector 42 Gurgaon,28.4487856,77.0988212,2300.0,4,4.0,,2,Semifurnished,Apartment,50000000.0,Gurgaon,T71425574
Dlf Phase 5,28.503445,77.0952048,2500.0,4,4.0,,2,Semifurnished,Apartment,50000000.0,Gurgaon,H71425322
Sector 54 Gurgaon,28.433569,77.1055815,2800.0,4,4.0,,2,Semifurnished,Apartment,66500000.0,Gurgaon,N71404534
Sushant Lok Phase 2,28.464228,77.076724,3600.00000000036,4,4.0,,6,Semifurnished,Independent/Builder Floor,39000000.0,Gurgaon,D71401146
Sushant Lok Phase 2,28.464228,77.076724,3600.00000000036,4,4.0,,6,Semifurnished,Independent/Builder Floor,37000000.0,Gurgaon,O71400956
Sector 83 Gurgaon,28.3963578,76.9654747,1450.0,3,2.0,,5,Semifurnished,Apartment,11900000.0,Gurgaon,M71397206
