location,latitude,longitude,area,bhk,bathrooms,parking,property_age,furnishing,property_type,price,city,source_id
Sector 84 Gurgaon,28.4035469,76.9677894,1650.0,3,4.0,,1,Semifurnished,Apartment,16000000.0,Gurgaon,H71612476
Sector 81 Gurgaon,28.3873647,76.9475835,2610.0,4,5.0,,1,Semifurnished,Apartment,34000000.0,Gurgaon,W71452228
Sector 86 Gurgaon,28.3981205,76.9411257,1650.0,3,3.0,,1,Semifurnished,Apartment,16100000.0,Gurgaon,U71408638
Sector 86 Gurgaon,28.3981205,76.9411257,2250.0,4,5.0,,6,Semifurnished,Apartment,13000000.0,Gurgaon,W71397536
Sector 86 Gurgaon,28.3981205,76.9411257,1650.0,3,3.0,,1,Semifurnished,Apartment,15500000.0,Gurgaon,I71392138
Sector 51 Gurgaon,28.4287011,77.0666877,1500.0,3,3.0,,3,Semifurnished,Independent/Builder Floor,16500000.0,Gurgaon,Z71260216
South City 1,28.4188433,77.0440293,1650.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,24500000.0,Gurgaon,N71258036
Sector 95 Gurgaon,28.4149443,76.9114892,1120.0,2,2.0,,1,Unknown,Apartment,8000000.0,Gurgaon,T71038832
Sector 42 Gurgaon,28.4487856,77.0988212,1500.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,18000000.0,Gurgaon,V71083722
Sector 83 Gurgaon,28.3963578,76.9654747,800.0,2,2.0,,1,Semifurnished,Independent/Builder Floor,6300000.0,Gurgaon,F70830486
Sector 82 Gurgaon,28.3932827,76.9545277,1660.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,14000000.0,Gurgaon,K70828984
Sector 68 Gurgaon,28.388897,77.0459859,645.0,2,2.0,,5,Semifurnished,Apartment,4650000.0,Gurgaon,E70802340
Sohna,28.3241636,77.0848644,700.0,2,1.0,,5,Semifurnished,Apartment,3300000.0,Gurgaon,T46581957
Dlf Phase 2,28.483901,77.0846097,2025.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,40000000.0,Gurgaon,V71783748
Sector 102 Gurgaon,28.4754872,76.9711747,1650.0,5,5.0,,1,Semifurnished,Apartment,47500000.0,Gurgaon,C71781884
Sector 113 Gurgaon,28.5286649,77.0250282,1650.0,3,4.0,,1,Semifurnished,Apartment,34000000.0,Gurgaon,M71778420
Sector 113 Gurgaon,28.5286649,77.0250282,1650.0,3,3.0,,1,Semifurnished,Apartment,28500000.0,Gurgaon,L71778318
Sector 113 Gurgaon,28.5286649,77.0250282,1650.0,2,2.0,,1,Semifurnished,Apartment,16000000.0,Gurgaon,T71774842
Sector 89 Gurgaon,28.4184455,76.9457567,1650.0,3,3.0,,5,Semifurnished,Apartment,13000000.0,Gurgaon,Q71762392
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,3,4.0,,5,Semifurnished,Apartment,30000000.0,Gurgaon,N71717024
Sector 70 Gurgaon,28.3947261,77.0223138,1161.0,3,5.0,,6,Unknown,Apartment,18000000.0,Gurgaon,B71700384
Sector 113 Gurgaon,28.5286649,77.0250282,2600.0,4,4.0,,5,Semifurnished,Apartment,32500000.0,Gurgaon,W71663352
Gwal Pahari,28.4326344,77.1480585,1650.0,3,3.0,,6,Semifurnished,Apartment,13900000.0,Gurgaon,Q71635470
Sector 60 Gurgaon,28.3985617,77.0978276,1650.0,2,2.0,,6,Semifurnished,Apartment,22500000.0,Gurgaon,B71634514
Sector 63A Gurgaon,28.4618719,77.05688,1620.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,22500000.0,Gurgaon,C71615200
Sector 49 Gurgaon,28.4127374,77.0555164,2600.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,51000000.0,Gurgaon,M71608478
Malibu Town,28.4234344,77.0468649,2000.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,36000000.0,Gurgaon,M71607868
Sector 65 Gurgaon,28.4030162,77.0695893,1250.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,20000000.0,Gurgaon,N71606786
Sector 63A Gurgaon,28.4618719,77.05688,1450.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,26500000.0,Gurgaon,G71606642
Sector 63A Gurgaon,28.4618719,77.05688,1250.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,19000000.0,Gurgaon,X71606584
Sector 58 Gurgaon,28.4160012,77.1085564,1650.0,3,4.0,,2,Semifurnished,Apartment,46000000.0,Gurgaon,V71585416
Sector 102 Gurgaon,28.4754872,76.9711747,1650.0,4,5.0,,1,Semifurnished,Apartment,30000000.0,Gurgaon,V71583450
Sector 102 Gurgaon,28.4754872,76.9711747,1650.0,3,3.0,,1,Semifurnished,Apartment,26000000.0,Gurgaon,P71583296
Sector 60 Gurgaon,28.3985617,77.0978276,921.0,2,3.0,,1,Unknown,Apartment,22000000.0,Gurgaon,Q71555418
Golf Course Ext Road,28.4007315,77.0242312,1550.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,18900000.0,Gurgaon,T71503948
Sector 63A Gurgaon,28.4618719,77.05688,1560.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,23000000.0,Gurgaon,R71490212
Sector 91 Gurgaon,28.4007588,76.9210802,1650.0,4,4.0,,5,Semifurnished,Apartment,17000000.0,Gurgaon,U71489996
Sector 66 Gurgaon,28.3974292,77.0538823,1650.0,2,3.0,,2,Unfurnished,Apartment,15500000.0,Gurgaon,E71474880
Dlf Phase 2,28.483901,77.0846097,1350.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,26500000.0,Gurgaon,E71470792
Sector 50 Gurgaon,28.4268461,77.0584252,2430.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,39500000.0,Gurgaon,E71462834
Malibu Town,28.4234344,77.0468649,1290.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,23000000.0,Gurgaon,C71462256
Sector 67A Gurgaon,28.4618719,77.05688,1820.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,20500000.0,Gurgaon,N71460932
Sector 108 Gurgaon,28.5128994,76.9823615,1900.0,4,4.0,,5,Semifurnished,Apartment,61000000.0,Gurgaon,D71458562
Malibu Town,28.4234344,77.0468649,1900.0,4,5.0,,6,Semifurnished,Independent/Builder Floor,36000000.0,Gurgaon,B71430374
Dlf Phase 2,28.483901,77.0846097,1300.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,24500000.0,Gurgaon,R71428994
Sector 108 Gurgaon,28.5128994,76.9823615,1650.0,4,4.0,,5,Semifurnished,Apartment,44500000.0,Gurgaon,L69846146
Sector 104 Gurgaon,28.4795324,76.9937197,1082.2,3,3.0,,5,Semifurnished,Apartment,17100000.0,Gurgaon,V63145822
Sector 108 Gurgaon,28.5128994,76.9823615,1280.17,3,4.0,,6,Semifurnished,Apartment,31500000.0,Gurgaon,U63150760
Sector 108 Gurgaon,28.5128994,76.9823615,1111.44,3,3.0,,6,Semifurnished,Apartment,29000000.0,Gurgaon,B63146602
Sector 108 Gurgaon,28.5128994,76.9823615,848.2,2,2.0,,6,Semifurnished,Apartment,21000000.0,Gurgaon,L63146104
Sector 108 Gurgaon,28.5128994,76.9823615,1512.05,3,5.0,,6,Semifurnished,Apartment,41000000.0,Gurgaon,I63168984
Sector 76 Gurgaon,28.3910112,76.9900243,1672.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,18000000.0,Gurgaon,Z71345744
Sector 82A Gurgaon,28.3881583,76.96273,1650.0,3,3.0,,2,Semifurnished,Apartment,24000000.0,Gurgaon,B71299800
Dlf Phase 2,28.483901,77.0846097,1800.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,25000000.0,Gurgaon,Y71283816
Sector 26 Gurgaon,28.4779375,77.1032425,4500.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,75000000.0,Gurgaon,N71262094
Sector 106 Gurgaon,28.5060806,76.9967796,1900.0,3,3.0,,5,Unfurnished,Apartment,15100000.0,Gurgaon,H71171370
Sector 111 Gurgaon,28.5222773,77.0336203,2670.0,4,4.0,,5,Unfurnished,Apartment,36600000.0,Gurgaon,S71169068
Sector 111 Gurgaon,28.5222773,77.0336203,2400.0,4,4.0,,5,Unfurnished,Apartment,33300000.0,Gurgaon,K71168904
Sector 111 Gurgaon,28.5222773,77.0336203,2170.0,3,3.0,,5,Unfurnished,Apartment,30000000.0,Gurgaon,W71168584
Sector 111 Gurgaon,28.5222773,77.0336203,1825.0,3,3.0,,5,Unfurnished,Apartment,25200000.0,Gurgaon,R71168080
Sector 112 Gurgaon,28.5203402,77.0188612,1900.0,3,3.0,,1,Semifurnished,Apartment,37900000.0,Gurgaon,K71156086
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,3,4.0,,2,Semifurnished,Apartment,55000000.0,Gurgaon,J71142348
Sector 54 Gurgaon,28.433569,77.1055815,1400.0,3,3.0,,3,Semifurnished,Independent/Builder Floor,18000000.0,Gurgaon,S71129734
Sector 107 Gurgaon,28.506941,76.9752137,2100.0,4,5.0,,1,Semifurnished,Apartment,22100000.0,Gurgaon,J71128708
Sector 107 Gurgaon,28.506941,76.9752137,1800.0,3,4.0,,1,Semifurnished,Apartment,17500000.0,Gurgaon,E71128244
Sector 107 Gurgaon,28.506941,76.9752137,1500.0,3,3.0,,1,Semifurnished,Apartment,14600000.0,Gurgaon,V71128136
Sector 107 Gurgaon,28.506941,76.9752137,1056.0,2,2.0,,1,Semifurnished,Apartment,11700000.0,Gurgaon,W71128002
Sector 107 Gurgaon,28.506941,76.9752137,1100.0,2,2.0,,1,Semifurnished,Apartment,9700000.0,Gurgaon,Q71127842
Sector 59 Gurgaon,28.4030162,77.1066682,3025.0,3,4.0,,1,Semifurnished,Apartment,57000000.0,Gurgaon,B71058218
Sector 65 Gurgaon,28.4030162,77.0695893,3525.0,3,3.0,,5,Unfurnished,Apartment,75700000.0,Gurgaon,X71016574
Sector 63 Gurgaon,28.3964476,77.086498,1650.0,3,4.0,,2,Semifurnished,Apartment,29000000.0,Gurgaon,P71010040
Sector 93 Gurgaon,28.4156048,76.931638,1650.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,13200000.0,Gurgaon,C70967666
Sector 42 Gurgaon,28.4487856,77.0988212,1650.0,4,4.0,,2,Semifurnished,Apartment,320000000.0,Gurgaon,Y70939310
Sushant Lok Phase 1,28.4545693,77.0826249,3000.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,50000000.0,Gurgaon,A70935102
Sector 66 Gurgaon,28.3974292,77.0538823,1650.0,4,4.0,,1,Unfurnished,Apartment,75000000.0,Gurgaon,B70923128
Sector 59 Gurgaon,28.4030162,77.1066682,3025.0,3,3.0,,5,Semifurnished,Apartment,40000000.0,Gurgaon,V70913582
Sector 102 Gurgaon,28.4754872,76.9711747,1022.58,3,3.0,,1,Semifurnished,Apartment,14500000.0,Gurgaon,T70853990
Sector 60 Gurgaon,28.3985617,77.0978276,1650.0,5,5.0,,1,Semifurnished,Apartment,74900000.0,Gurgaon,D70801930
Sector 60 Gurgaon,28.3985617,77.0978276,1650.0,4,5.0,,6,Semifurnished,Apartment,45000000.0,Gurgaon,M70801488
Sector 60 Gurgaon,28.3985617,77.0978276,1650.0,4,5.0,,6,Semifurnished,Apartment,44800000.0,Gurgaon,Q70801328
Sector 60 Gurgaon,28.3985617,77.0978276,1650.0,4,5.0,,6,Semifurnished,Apartment,44500000.0,Gurgaon,X70801202
Sector 60 Gurgaon,28.3985617,77.0978276,2100.0,4,5.0,,1,Semifurnished,Apartment,45700000.0,Gurgaon,U70799794
Sector 60 Gurgaon,28.3985617,77.0978276,2100.0,4,4.0,,1,Semifurnished,Apartment,45400000.0,Gurgaon,C70799642
Sector 54 Gurgaon,28.433569,77.1055815,1650.0,3,3.0,,2,Semifurnished,Apartment,46000000.0,Gurgaon,T70773428
Sector 54 Gurgaon,28.433569,77.1055815,2700.0,4,4.0,,2,Semifurnished,Apartment,59000000.0,Gurgaon,N70012136
Sector 72 Gurgaon,28.3943815,77.032363,1675.0,3,3.0,,1,Semifurnished,Apartment,42500000.0,Gurgaon,P66538556
Sector 72 Gurgaon,28.3943815,77.032363,1890.0,4,5.0,,1,Semifurnished,Apartment,42500000.0,Gurgaon,Q66538860
Sector 62 Gurgaon,28.407697,77.0823781,2567.0,3,3.0,,5,Semifurnished,Apartment,41000000.0,Gurgaon,U66192732
Sector 67 Gurgaon,28.3864052,77.0598046,1650.0,3,5.0,,2,Semifurnished,Apartment,39000000.0,Gurgaon,J70878964
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,3,3.0,,6,Semifurnished,Apartment,44000000.0,Gurgaon,X70878748
Sector 37D Gurgaon,28.4480039,76.9697682,1650.0,3,3.0,,5,Unknown,Independent/Builder Floor,7300000.0,Gurgaon,D57206844
Sector 37D Gurgaon,28.4480039,76.9697682,1650.0,2,2.0,,5,Semifurnished,Independent/Builder Floor,5800000.0,Gurgaon,J57206712
Sohna,28.3241636,77.0848644,1650.0,3,2.0,,6,Semifurnished,Apartment,5290000.0,Gurgaon,C44922977
Sector 43 Gurgaon,28.4487856,77.0988212,1836.00000000018,3,3.0,,6,Semifurnished,Independent/Builder Floor,17000000.0,Gurgaon,H67655464
Sector 65 Gurgaon,28.4030162,77.0695893,1500.0,3,3.0,,5,Semifurnished,Apartment,35000000.0,Gurgaon,B71669458
Sector 83 Gurgaon,28.3963578,76.9654747,1650.0,3,3.0,,1,Unfurnished,Apartment,15172500.0,Gurgaon,B71651500
Gwal Pahari,28.4326344,77.1480585,920.0,3,3.0,,5,Semifurnished,Apartment,13000000.0,Gurgaon,R71620818
Sector 83 Gurgaon,28.3963578,76.9654747,1100.0,2,2.0,,1,Semifurnished,Apartment,10500000.0,Gurgaon,Z71619728
Sector 85 Gurgaon,28.3985762,76.9547447,1650.0,4,5.0,,6,Semifurnished,Apartment,24000000.0,Gurgaon,S69338040
Sector 63A Gurgaon,28.4618719,77.05688,1780.0,4,3.0,,6,Semifurnished,Independent/Builder Floor,19900000.0,Gurgaon,F71504958
Sector 54 Gurgaon,28.433569,77.1055815,2917.0,4,4.0,,2,Semifurnished,Apartment,72400000.0,Gurgaon,E71390434
Sector 59 Gurgaon,28.4030162,77.1066682,3395.0,4,4.0,,5,Semifurnished,Apartment,72500000.0,Gurgaon,K71390060
Sector 65 Gurgaon,28.4030162,77.0695893,3850.0,3,3.0,,2,Semifurnished,Apartment,65000000.0,Gurgaon,X71389926
Sector 73 Gurgaon,28.4088081,77.0161691,4842.00000000048,4,4.0,,2,Semifurnished,Independent/Builder Floor,52500000.0,Gurgaon,H71389656
Sector 60 Gurgaon,28.3985617,77.0978276,1524.0,2,2.0,,2,Semifurnished,Apartment,22000000.0,Gurgaon,C68734168
Sector 42 Gurgaon,28.4487856,77.0988212,6400.0,4,4.0,,2,Semifurnished,Apartment,290000000.0,Gurgaon,S69993002
Sector 81 Gurgaon,28.3873647,76.9475835,1650.0,4,4.0,,6,Semifurnished,Apartment,35900000.0,Gurgaon,N71217240
South City 1,28.4188433,77.0440293,2000.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,28000000.0,Gurgaon,O71213810
Dlf Phase 1,28.4765171,77.090194,1650.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,37000000.0,Gurgaon,N69552880
Sector 63A Gurgaon,28.4618719,77.05688,1700.0,4,3.0,,5,Semifurnished,Independent/Builder Floor,18000000.0,Gurgaon,W70768628
Sector 50 Gurgaon,28.4268461,77.0584252,1650.0,3,3.0,,3,Semifurnished,Apartment,14000000.0,Gurgaon,P70622646
Sector 109 Gurgaon,28.5109205,77.0065956,1650.0,3,3.0,,2,Semifurnished,Apartment,13000000.0,Gurgaon,G58890496
Gwal Pahari,28.4326344,77.1480585,1340.0,3,3.0,,1,Semifurnished,Apartment,15000000.0,Gurgaon,W69855192
Sector 53 Gurgaon,28.4487856,77.0988212,1638.0,3,3.0,,5,Semifurnished,Apartment,50578000.0,Gurgaon,P71031662
Dlf Phase 2,28.483901,77.0846097,2250.0,4,4.0,,2,Unfurnished,Apartment,33000000.0,Gurgaon,H69572234
Sector 42 Gurgaon,28.4487856,77.0988212,1650.0,4,4.0,,2,Unfurnished,Apartment,320000000.0,Gurgaon,X71427746
Gwal Pahari,28.4326344,77.1480585,1650.0,4,4.0,,1,Semifurnished,Apartment,92000000.0,Gurgaon,V71386832
Sector 66 Gurgaon,28.3974292,77.0538823,1900.0,4,4.0,,2,Semifurnished,Apartment,34000000.0,Gurgaon,C71297602
Sector 37C Gurgaon,28.4489095,76.9880502,1650.0,3,3.0,,6,Semifurnished,Apartment,12600000.0,Gurgaon,Y71696366
Sector 54 Gurgaon,28.433569,77.1055815,2080.0,3,5.0,,6,Semifurnished,Apartment,87200000.0,Gurgaon,O71683340
Sector 67 Gurgaon,28.3864052,77.0598046,1070.0,2,2.0,,1,Semifurnished,Apartment,20500000.0,Gurgaon,T71642546
Sector 68 Gurgaon,28.388897,77.0459859,950.0,3,3.0,,1,Semifurnished,Apartment,16000000.0,Gurgaon,F71553458
Sector 68 Gurgaon,28.388897,77.0459859,950.0,2,2.0,,1,Semifurnished,Apartment,10700000.0,Gurgaon,W71481310
Sector 110 A Gurgaon,28.5069625,77.018321,1329.0,3,2.0,,2,Semifurnished,Apartment,13800000.0,Gurgaon,U71460356
Sector 66 Gurgaon,28.3974292,77.0538823,1025.0,2,2.0,,1,Semifurnished,Apartment,17900000.0,Gurgaon,E71455928
Sector 26 Gurgaon,28.4779375,77.1032425,3340.0,4,5.0,,6,Semifurnished,Independent/Builder Floor,55000000.0,Gurgaon,O71454626
Sector 72 Gurgaon,28.3943815,77.032363,1580.0,3,3.0,,1,Unknown,Apartment,17200000.0,Gurgaon,Z71440360
Sector 72 Gurgaon,28.3943815,77.032363,2350.0,4,5.0,,1,Semifurnished,Apartment,24000000.0,Gurgaon,B71440278
Sector 72 Gurgaon,28.3943815,77.032363,3256.0,4,6.0,,1,Semifurnished,Apartment,32500000.0,Gurgaon,L71440180
Malibu Town,28.4234344,77.0468649,1650.0,3,3.0,,2,Semifurnished,Independent/Builder Floor,16500000.0,Gurgaon,R71386026
Malibu Town,28.4234344,77.0468649,1650.0,4,4.0,,2,Semifurnished,Independent/Builder Floor,18000000.0,Gurgaon,B71371374
Sector 65 Gurgaon,28.4030162,77.0695893,4030.0,4,4.0,,1,Semifurnished,Apartment,114900000.0,Gurgaon,G71339218
Sector 48 Gurgaon,28.4104903,77.0394627,1750.0,4,4.0,,2,Semifurnished,Apartment,27500000.0,Gurgaon,G71293670
Sector-33 Sohna,28.3241636,77.0848644,1650.0,3,3.0,,6,Semifurnished,Apartment,17500000.0,Gurgaon,Q71269164
Sector-33 Sohna,28.3241636,77.0848644,1650.0,3,3.0,,6,Semifurnished,Apartment,22400000.0,Gurgaon,T71269060
Sector-33 Sohna,28.3241636,77.0848644,1650.0,4,4.0,,6,Semifurnished,Apartment,26000000.0,Gurgaon,C71268914
Sector-33 Sohna,28.3241636,77.0848644,1650.0,3,3.0,,6,Semifurnished,Apartment,16500000.0,Gurgaon,Q71268702
Sector-33 Sohna,28.3241636,77.0848644,1650.0,3,3.0,,6,Semifurnished,Apartment,17500000.0,Gurgaon,B71268202
Sector 45 Gurgaon,28.4449004,77.0663545,1650.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,45000000.0,Gurgaon,Y69480572
Sector-33 Sohna,28.3241636,77.0848644,1650.0,3,3.0,,6,Semifurnished,Apartment,17000000.0,Gurgaon,P69630072
Sector 45 Gurgaon,28.4449004,77.0663545,4860.00000000048,4,4.0,,6,Semifurnished,Independent/Builder Floor,42500000.0,Gurgaon,B64607256
Greenwood City,28.4449095,77.0611408,1650.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,49000000.0,Gurgaon,O69165744
South City 2,28.4188806,77.0439211,1650.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,28000000.0,Gurgaon,J66839398
Sector-33 Sohna,28.3241636,77.0848644,1650.0,3,3.0,,6,Semifurnished,Apartment,16200000.0,Gurgaon,W69786790
Sector-33 Sohna,28.3241636,77.0848644,1650.0,3,3.0,,6,Semifurnished,Apartment,16500000.0,Gurgaon,Y65694492
Sector 47 Gurgaon,28.4268461,77.0584252,1650.0,4,5.0,,1,Semifurnished,Independent/Builder Floor,50000000.0,Gurgaon,A69229830
Sector 48 Gurgaon,28.4104903,77.0394627,1920.0,3,4.0,,2,Semifurnished,Apartment,26500000.0,Gurgaon,E71195114
Sector 72 Gurgaon,28.3943815,77.032363,2366.0,4,5.0,,1,Semifurnished,Apartment,25000000.0,Gurgaon,Y71128170
Sector 102 Gurgaon,28.4754872,76.9711747,450.0,2,2.0,,1,Semifurnished,Apartment,3650000.0,Gurgaon,V71095802
Sector 102 Gurgaon,28.4754872,76.9711747,362.0,1,2.0,,1,Semifurnished,Apartment,2450000.0,Gurgaon,J71068856
Sector 66 Gurgaon,28.3974292,77.0538823,1650.0,4,4.0,,2,Semifurnished,Apartment,60000000.0,Gurgaon,I69451748
Sector 48 Gurgaon,28.4104903,77.0394627,1650.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,15500000.0,Gurgaon,T70915142
Sector 110 A Gurgaon,28.5069625,77.018321,1650.0,3,3.0,,2,Semifurnished,Apartment,19900000.0,Gurgaon,Z68289102
Dlf Phase 5,28.503445,77.0952048,2280.0,4,5.0,,2,Semifurnished,Apartment,58000000.0,Gurgaon,N70851828
Dlf Phase 4,28.4919048,77.0937804,1777.0,3,4.0,,2,Semifurnished,Apartment,24000000.0,Gurgaon,V70845404
Sector 54 Gurgaon,28.433569,77.1055815,3200.0,4,4.0,,2,Semifurnished,Independent/Builder Floor,43500000.0,Gurgaon,P70842920
Malibu Town,28.4234344,77.0468649,1650.0,3,3.0,,2,Semifurnished,Independent/Builder Floor,14000000.0,Gurgaon,J69682332
Sector-33 Sohna,28.3241636,77.0848644,1650.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,11500000.0,Gurgaon,S69631318
Sector 37D Gurgaon,28.4480039,76.9697682,990.0,2,2.0,,5,Unfurnished,Independent/Builder Floor,9328368.0,Gurgaon,I70152960
Sector 93 Gurgaon,28.4156048,76.931638,1000.0,3,2.0,,5,Unfurnished,Independent/Builder Floor,12006750.0,Gurgaon,F70152056
Sector 92 Gurgaon,28.4089049,76.9155232,800.0,3,2.0,,5,Semifurnished,Independent/Builder Floor,7500000.0,Gurgaon,M65310668
Sector 48 Gurgaon,28.4104903,77.0394627,3643.0,4,4.0,,3,Semifurnished,Apartment,43000000.0,Gurgaon,U71502444
Valley View Estate,28.4358878,77.1365212,1024.0,2,2.0,,3,Semifurnished,Apartment,7500000.0,Gurgaon,Q71496244
Sector 50 Gurgaon,28.4268461,77.0584252,1300.0,2,2.0,,3,Semifurnished,Independent/Builder Floor,9000000.0,Gurgaon,W71457350
Sector 108 Gurgaon,28.5128994,76.9823615,1650.0,3,4.0,,5,Semifurnished,Apartment,34202850.0,Gurgaon,O71445774
Sector 50 Gurgaon,28.4268461,77.0584252,1580.0,3,2.0,,2,Semifurnished,Independent/Builder Floor,10500000.0,Gurgaon,V71438432
Sector 76 Gurgaon,28.3910112,76.9900243,2200.0,3,3.0,,5,Unfurnished,Apartment,40000000.0,Gurgaon,C71416732
Sector 76 Gurgaon,28.3910112,76.9900243,3000.0,4,4.0,,5,Unfurnished,Apartment,54000000.0,Gurgaon,Z71416610
Sector 50 Gurgaon,28.4268461,77.0584252,1700.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,13500000.0,Gurgaon,L71414036
Sector 50 Gurgaon,28.4268461,77.0584252,1800.0,3,3.0,,2,Semifurnished,Independent/Builder Floor,15000000.0,Gurgaon,U71413932
Sector 66 Gurgaon,28.3974292,77.0538823,1760.0,3,3.0,,1,Semifurnished,Apartment,32500000.0,Gurgaon,F71317508
Sector 63A Gurgaon,28.4618719,77.05688,1200.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,22000000.0,Gurgaon,V71252422
Sector 67 Gurgaon,28.3864052,77.0598046,1500.0,3,3.0,,1,Semifurnished,Apartment,34500000.0,Gurgaon,D71150262
Sector 88A Gurgaon,28.4337898,76.9539433,1650.0,2,2.0,,1,Semifurnished,Apartment,12000000.0,Gurgaon,L67399480
Sector 50 Gurgaon,28.4268461,77.0584252,2100.0,3,3.0,,3,Semifurnished,Independent/Builder Floor,16000000.0,Gurgaon,J70980642
Sector 89 A Gurgaon,28.4184455,76.9457567,1650.0,3,4.0,,6,Semifurnished,Apartment,19000000.0,Gurgaon,A70961878
Sector 76 Gurgaon,28.3910112,76.9900243,2700.0,3,3.0,,5,Semifurnished,Apartment,38500000.0,Gurgaon,T70961832
New Golf Course Ext Road,28.3950687,77.0314323,1138.0,2,3.0,,5,Semifurnished,Independent/Builder Floor,10400000.0,Gurgaon,G70881358
Sector 74 Gurgaon,28.4110081,77.0101209,1200.0,2,2.0,,6,Semifurnished,Apartment,16000000.0,Gurgaon,U69309998
Sector 90 Gurgaon,28.4069974,76.9365562,2300.0,4,4.0,,1,Semifurnished,Apartment,15500000.0,Gurgaon,T71028776
Sector 90 Gurgaon,28.4069974,76.9365562,2285.0,4,4.0,,1,Semifurnished,Apartment,19000000.0,Gurgaon,I71028600
Sector 91 Gurgaon,28.4007588,76.9210802,1670.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,16000000.0,Gurgaon,V71028450
Sector 91 Gurgaon,28.4007588,76.9210802,3027.0,5,4.0,,5,Semifurnished,Independent/Builder Floor,27500000.0,Gurgaon,F71028152
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,3,4.0,,1,Semifurnished,Apartment,57500000.0,Gurgaon,G61244646
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,3,4.0,,1,Semifurnished,Apartment,51000000.0,Gurgaon,C63181164
Sector 48 Gurgaon,28.4104903,77.0394627,1650.0,3,3.0,,2,Semifurnished,Apartment,64000000.0,Gurgaon,A71240864
Sector 61 Gurgaon,28.4110188,77.0963685,1400.0,3,4.0,,2,Semifurnished,Apartment,25000000.0,Gurgaon,S71528502
Sector 66 Gurgaon,28.3974292,77.0538823,1650.0,2,2.0,,1,Semifurnished,Apartment,20000000.0,Gurgaon,D71360394
Sector 108 Gurgaon,28.5128994,76.9823615,1596.0,4,4.0,,5,Semifurnished,Apartment,37883089.0,Gurgaon,X71058174
Sector 112 Gurgaon,28.5203402,77.0188612,4800.0,4,4.0,,2,Semifurnished,Apartment,57600000.0,Gurgaon,Y69896950
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,4,4.0,,5,Semifurnished,Apartment,110000000.0,Gurgaon,T70804592
Sector 90 Gurgaon,28.4069974,76.9365562,1650.0,3,3.0,,1,Semifurnished,Apartment,15000000.0,Gurgaon,S44698755
Sector 90 Gurgaon,28.4069974,76.9365562,1650.0,4,4.0,,1,Semifurnished,Apartment,16500000.0,Gurgaon,P44401719
Sohna,28.3241636,77.0848644,1350.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,34500000.0,Gurgaon,D71780418
Sector 70A Gurgaon,28.3846684,77.0220391,1000.0,2,2.0,,5,Semifurnished,Apartment,15070000.0,Gurgaon,Z71704042
Sector 50 Gurgaon,28.4268461,77.0584252,1800.0,4,4.0,,2,Semifurnished,Apartment,32500000.0,Gurgaon,F71688682
Sector 47 Gurgaon,28.4268461,77.0584252,1350.0,3,3.0,,2,Unfurnished,Independent/Builder Floor,16000000.0,Gurgaon,O69379854
Sector 65 Gurgaon,28.4030162,77.0695893,2000.0,3,3.0,,6,Unfurnished,Apartment,60564000.0,Gurgaon,R70418636
Dlf Phase 2,28.483901,77.0846097,1850.0,4,5.0,,1,Semifurnished,Independent/Builder Floor,37500000.0,Gurgaon,G71327144
